Bar_Name,Alcohol_Type,Brand_Name,Forecasted_Daily_Demand,Safety_Stock,Reorder_Point,Par_Level,Current_Avg_Demand,Demand_Variability
Anderson's Bar,Beer,Budweiser,155.7343333268418,319.909268869268,475.6436021961098,631.3779355229516,209.63104166666668,194.49102560097052
Anderson's Bar,Beer,Coors,345.81776442658025,242.2543027654726,588.0720671920528,933.8898316186331,357.98816666666676,147.28015842629125
Anderson's Bar,Beer,Heineken,361.4720929273132,337.3459861915294,698.8180791188427,1060.290172046156,290.2285,205.09179702315362
Anderson's Bar,Beer,Miller,115.8403422520597,365.6013678025698,481.44171005462954,597.2820523066893,324.64821428571435,222.26984931185984
Anderson's Bar,Rum,Bacardi,303.90126967509264,273.19185118417244,577.0931208592651,880.9943905343578,350.89824324324326,166.08885235004098
Anderson's Bar,Rum,Captain Morgan,338.398246384337,322.32684793292435,660.7250943172614,999.1233407015984,370.7784931506849,195.96080930940727
Anderson's Bar,Rum,Malibu,103.20434226779255,337.69521535288277,440.8995576206753,544.1038998884678,222.86491803278687,205.30411327770125
Anderson's Bar,Vodka,Absolut,111.87720819764984,286.79342987622056,398.6706380738704,510.54784627152026,190.05666666666667,174.35802504065717
Anderson's Bar,Vodka,Grey Goose,76.21013673923221,255.6470202119567,331.8571569511889,408.06729369042114,353.3288235294117,155.4223524957452
Anderson's Bar,Vodka,Smirnoff,336.83314256783973,301.84060014909124,638.673742716931,975.5068852847708,340.9543835616438,183.5060550089886
Anderson's Bar,Whiskey,Jack Daniels,324.4486387503006,323.5094146881134,647.958053438414,972.4066921887145,264.8681481481481,196.67975884741617
Anderson's Bar,Whiskey,Jameson,345.64430577969705,306.71135829533694,652.3556640750339,997.999969854731,316.672602739726,186.46726570058854
Anderson's Bar,Whiskey,Jim Beam,331.0991755637186,314.2162502871796,645.3154258508982,976.4146014146168,323.60675000000003,191.02991605978923
Anderson's Bar,Wine,Barefoot,311.2088714244041,273.04526614403443,584.2541375684385,895.4630089928426,337.37037499999997,165.99973497343302
Anderson's Bar,Wine,Sutter Home,322.5027899828375,347.4269107734873,669.9297007563248,992.4324907391623,367.99580645161285,211.22056399474224
Anderson's Bar,Wine,Yellow Tail,306.63869573033395,379.56272770011645,686.2014234304504,992.8401191607843,235.23845238095242,230.7577534443523
Brown's Bar,Beer,Budweiser,65.72316479781966,277.1380999019883,342.861264699808,408.58442949762764,340.74469387755096,168.4880012184602
Brown's Bar,Beer,Coors,207.55959291076246,424.5717241745721,632.1313170853346,839.690909996097,304.97847826086957,258.12128034849036
Brown's Bar,Beer,Heineken,334.14364255217544,270.19461944383625,604.3382619960116,938.4819045481871,342.7619298245613,164.26666483668077
Brown's Bar,Beer,Miller,94.6040521422978,323.8138988514352,418.41795099373303,513.0220031360309,270.1788524590164,196.86487207471663
Brown's Bar,Rum,Bacardi,349.0385040158505,258.0735081418286,607.1120121576791,956.1505161735296,300.26782051282055,156.89755241026228
Brown's Bar,Rum,Captain Morgan,353.3355871269573,306.63349506899016,659.9690821959475,1013.3046693229048,241.72297297297303,186.41992822017633
Brown's Bar,Rum,Malibu,306.10189680234777,326.82252020719744,632.9244170095452,939.026313811893,284.4332835820896,198.6939839825879
Brown's Bar,Vodka,Absolut,348.64968755770303,307.3453774035476,655.9950649612506,1004.6447525189537,305.9705,186.85272194898783
Brown's Bar,Vodka,Grey Goose,85.62693890654486,326.4497762628734,412.07671516941826,497.70365407596313,339.91829268292685,198.46737175508238
Brown's Bar,Vodka,Smirnoff,276.91837599357393,327.180369993773,604.098745987347,881.0171219809208,231.11202702702704,198.9115412051347
Brown's Bar,Whiskey,Jack Daniels,356.20814736934125,338.8708164828186,695.0789638521599,1051.2871112215012,224.62333333333333,206.01882801624893
Brown's Bar,Whiskey,Jameson,380.8495280190333,296.6779010590893,677.5274290781226,1058.3769570971558,345.1178260869565,180.36735682611723
Brown's Bar,Whiskey,Jim Beam,286.64589124771265,307.21570955945117,593.8616008071638,880.5074920548765,317.0344,186.77388949729013
Brown's Bar,Wine,Barefoot,301.9076329605415,272.68929764275407,574.5969306032955,876.5045635638371,320.77033333333327,165.78332149113422
Brown's Bar,Wine,Sutter Home,316.90492315604985,295.22713670446825,612.1320598605181,929.036983016568,271.5121052631579,179.4853547252313
Brown's Bar,Wine,Yellow Tail,38.42075572094687,315.07563372028676,353.49638944123365,391.91714516218053,336.2344318181818,191.5523840891785
Johnson's Bar,Beer,Budweiser,333.1929444590692,305.0298924241897,638.2228368832589,971.4157813423282,372.02250000000004,185.44500703659813
Johnson's Bar,Beer,Coors,334.2692138436219,301.24833689888993,635.5175507425118,969.7867645861338,331.23694915254237,183.14598451973842
Johnson's Bar,Beer,Heineken,335.3443140217879,271.85886601814155,607.2031800399295,942.5474940617173,325.4311666666667,165.27845491151547
Johnson's Bar,Beer,Miller,75.25861945826446,349.3064334640601,424.5650529223245,499.823672380589,267.6272131147541,212.36323265520915
Johnson's Bar,Rum,Bacardi,341.2298329658749,316.3363792783406,657.5662122442154,998.7960452100904,283.50863636363636,192.31886296449977
Johnson's Bar,Rum,Captain Morgan,335.49511966386945,289.6166193970162,625.1117390608856,960.606858724755,286.05717171717174,176.0744023976066
Johnson's Bar,Rum,Malibu,341.3553272333552,256.7892390528193,598.1445662861745,939.4998935195297,376.52157142857146,156.11677224358598
Johnson's Bar,Vodka,Absolut,342.58117875581604,262.54380606010835,605.1249848159243,947.7061635717405,317.9306097560975,159.6153005703614
Johnson's Bar,Vodka,Grey Goose,344.71812361171203,309.479457639008,654.1975812507201,998.915704862432,334.92907894736845,188.15015060798387
Johnson's Bar,Vodka,Smirnoff,354.8121286087953,291.4335320254962,646.2456606342915,1001.0577892430869,369.6524637681159,177.1790068430778
Johnson's Bar,Whiskey,Jack Daniels,357.08571538853533,309.60599229173494,666.6917076802703,1023.7774230688055,345.50163636363635,188.22707821458278
Johnson's Bar,Whiskey,Jameson,168.384317165995,300.6024091248755,468.9867262908705,637.3710434568654,245.95305555555555,182.7532883166048
Johnson's Bar,Whiskey,Jim Beam,346.75681333693217,333.90229752298126,680.6591108599134,1027.4159241968455,218.17460526315784,202.99818297013263
Johnson's Bar,Wine,Barefoot,345.45187506873043,307.82561446330516,653.2774895320356,998.7293646007661,320.10333333333324,187.14468535040467
Johnson's Bar,Wine,Sutter Home,323.7444055688902,261.2542117757283,584.9986173446185,908.7430229135088,334.0387878787879,158.8312829147782
Johnson's Bar,Wine,Yellow Tail,201.8956878206487,281.4613010185101,483.3569888391588,685.2526766598075,291.8952702702703,171.11632087297818
Smith's Bar,Beer,Budweiser,344.6251190096607,267.14947874189744,611.7745977515581,956.3997167612188,295.98826086956524,162.4153507428045
Smith's Bar,Beer,Coors,330.9422238508921,280.6123980030066,611.5546218538987,942.4968457047908,322.8372340425532,170.60022448507235
Smith's Bar,Beer,Heineken,260.3141230998091,270.84972760342316,531.1638507032322,791.4779738030413,341.58,164.6649423179428
Smith's Bar,Beer,Miller,166.66710238701705,290.82034295615205,457.4874453431691,624.1545477301861,307.0594029850746,176.80621435911638
Smith's Bar,Rum,Bacardi,316.7199374353846,291.881208923666,608.6011463590506,925.3210837944353,323.97033898305085,177.4511750718092
Smith's Bar,Rum,Captain Morgan,119.09125119704468,280.04972785763647,399.14097905468117,518.2322302517258,291.0435526315789,170.2581453260818
Smith's Bar,Rum,Malibu,372.77531083342683,276.94774698708653,649.7230578205133,1022.4983686539401,323.055,168.37227486337133
Smith's Bar,Vodka,Absolut,363.1935564271437,303.5686963887297,666.7622528158734,1029.955809243017,316.06337209302325,184.5566629240778
Smith's Bar,Vodka,Grey Goose,335.225114658042,298.19676566659825,633.4218803246403,968.6469949826823,357.73657142857144,181.29076094100128
Smith's Bar,Vodka,Smirnoff,323.48359070080994,360.293373268516,683.776963969326,1007.2605546701359,226.9093333333333,219.0428177711315
Smith's Bar,Whiskey,Jack Daniels,338.8760582093023,293.7326993068753,632.6087575161775,971.4848157254798,306.511186440678,178.57680129950023
Smith's Bar,Whiskey,Jameson,337.2522004027719,356.0901181052179,693.3423185079898,1030.5945189107617,262.0791304347826,216.487420078336
Smith's Bar,Whiskey,Jim Beam,329.7855578268011,265.02267648874556,594.8082343155467,924.5937921423478,323.352027027027,161.12234678287544
Smith's Bar,Wine,Barefoot,328.4509524564485,323.7621021258189,652.2130545822674,980.6640070387159,299.0467605633803,196.83338190150752
Smith's Bar,Wine,Sutter Home,336.7949398522553,298.1558234947518,634.9507633470071,971.7457031992624,272.91212499999995,181.26586986791395
Smith's Bar,Wine,Yellow Tail,333.7054894791679,304.4776962954613,638.1831857746292,971.8886752537971,329.9343835616438,185.10929562758247
Taylor's Bar,Beer,Budweiser,332.58026522635254,308.7163889690147,641.2966541953672,973.8769194217198,386.3533333333333,187.6862377968436
Taylor's Bar,Beer,Coors,373.7641001169273,287.86221911627246,661.6263192331998,1035.390419350127,260.3301785714286,175.0078027610205
Taylor's Bar,Beer,Heineken,358.0972373509464,313.56499935047526,671.6622367014216,1029.759474052368,252.71675,190.63398360353088
Taylor's Bar,Beer,Miller,98.53825838341382,363.2884196241784,461.82667800759225,560.364936391006,242.67084745762716,220.86367666494888
Taylor's Bar,Rum,Bacardi,313.8731353674593,321.0292182662716,634.9023536337309,948.7754890011902,240.20028985507247,195.17190648827432
Taylor's Bar,Rum,Captain Morgan,361.9308202421158,338.22279048398633,700.1536107261021,1062.084430968218,339.8001492537313,205.62485618300238
Taylor's Bar,Rum,Malibu,331.86511270171655,334.47292398727484,666.3380366889915,998.203149390708,286.2687012987012,203.3450992275696
Taylor's Bar,Vodka,Absolut,313.9613774668039,333.9197337096041,647.881111176408,961.8424886432119,257.0288888888889,203.0087834189125
Taylor's Bar,Vodka,Grey Goose,353.5771827952553,291.77617556552974,645.353358360785,998.9305411560404,337.5649397590361,177.3873193241516
Taylor's Bar,Vodka,Smirnoff,327.6181607997817,310.0399504714997,637.6581112712814,965.2762720710632,318.39232876712333,188.49090605473478
Taylor's Bar,Whiskey,Jack Daniels,322.43564091780456,312.5339780839335,634.969619001738,957.4052599195427,285.1472839506173,190.0071671806905
Taylor's Bar,Whiskey,Jameson,331.6741022869745,283.0643128470217,614.7384151339962,946.4125174209707,310.741884057971,172.0908828657572
Taylor's Bar,Whiskey,Jim Beam,299.4461127837196,262.40524762549273,561.8513604092124,861.297473192932,329.3086486486487,159.53106302341783
Taylor's Bar,Wine,Barefoot,324.68775264529086,267.05032518071147,591.7380778260024,916.4258304712932,319.5116176470588,162.3550696578731
Taylor's Bar,Wine,Sutter Home,77.3053555445213,359.93331990000956,437.2386754445309,514.5440309890522,241.68212121212122,218.82392086589513
Taylor's Bar,Wine,Yellow Tail,305.90352121042326,329.904830409999,635.8083516204223,941.7118728308456,213.18415584415584,200.56789552845248
Thomas's Bar,Beer,Budweiser,298.22237706343947,365.57858287236644,663.8009599358058,962.0233369992454,313.98125,222.25599705787803
Thomas's Bar,Beer,Coors,372.5713961006551,332.32170829025966,704.8931043909147,1077.4645004915699,231.51228070175438,202.03725294765337
Thomas's Bar,Beer,Heineken,277.53617591750145,318.9907057227213,596.5268816402228,874.0630575577243,283.03,193.93257886048508
Thomas's Bar,Beer,Miller,391.42788686791704,344.441676570912,735.8695634388291,1127.2974503067462,370.20847457627116,209.4056704664299
Thomas's Bar,Rum,Bacardi,374.8578724913713,263.228192560586,638.0860650519573,1012.9439375433287,355.3647058823529,160.03137801899499
Thomas's Bar,Rum,Captain Morgan,306.02525420420676,321.53245459854315,627.5577088027499,933.5829630069567,242.38560975609755,195.47785245454506
Thomas's Bar,Rum,Malibu,364.72775420277935,332.1923910179385,696.9201452207178,1061.6478994234972,292.9235135135135,201.95863362846154
Thomas's Bar,Vodka,Absolut,285.65288700530806,260.9739969159399,546.626883921248,832.279770926556,324.27047619047613,158.66092437636664
Thomas's Bar,Vodka,Grey Goose,344.31850534175265,293.74402018532953,638.0625255270822,982.3810308688348,331.5151162790698,178.58368390489971
Thomas's Bar,Vodka,Smirnoff,347.82328043702336,281.81049237348657,629.63377281051,977.4570532475333,305.9692857142857,171.32861414288067
Thomas's Bar,Whiskey,Jack Daniels,326.67927359536344,287.89017602861867,614.5694496239821,941.2487232193455,336.22643835616435,175.02479935688055
Thomas's Bar,Whiskey,Jameson,368.74390130740807,329.6277734096554,698.3716747170635,1067.1155760244715,208.38999999999996,200.39945683226458
Thomas's Bar,Whiskey,Jim Beam,336.41510775078933,304.673475832494,641.0885835832833,977.5036913340726,331.0282894736842,185.22832113466998
Thomas's Bar,Wine,Barefoot,336.1817479992279,299.3012615451616,635.4830095443895,971.6647575436175,276.72184210526314,181.96224675619226
Thomas's Bar,Wine,Sutter Home,88.59369757178203,345.7873366452955,434.3810342170775,522.9747317888596,221.65793650793648,210.22377370208224
Thomas's Bar,Wine,Yellow Tail,344.36252574713643,335.4258371186251,679.7883628657615,1024.150888612898,221.61867469879522,203.92442927599242
